ID	Group	Preffered Label	Precursor mass
686.extract1	extract1	686	122.1
687.extract1	extract1	687	139.02
689.extract1	extract1	689	105.07
691.extract1	extract1	691	104.106966486
692.extract1	extract1	692	162.076044552
694.extract1	extract1	694	83.0603488014
695.extract1	extract1	695	144.07
697.extract1	extract1	697	228.195704164
698.extract1	extract1	698	177.1
700.extract1	extract1	700	128.95
701.extract1	extract1	701	224.185541903
703.extract1	extract1	703	131.13
704.extract1	extract1	704	193.1
706.extract1	extract1	706	276.157786637
707.extract1	extract1	707	112.09
708.extract1	extract1	708	152.06
709.extract1	extract1	709	86.1
711.extract1	extract1	711	152.16
712.extract1	extract1	712	163.13
713.extract1	extract1	713	125.07
714.extract1	extract1	714	181.13
715.extract1	extract1	715	114.09
717.extract1	extract1	717	111.06
718.extract1	extract1	718	103.05
719.extract1	extract1	719	173.092100373
720.extract1	extract1	720	171.11
722.extract1	extract1	722	233.91
723.extract1	extract1	723	185.09
725.extract1	extract1	725	158.13
726.extract1	extract1	726	166.122633353
727.extract1	extract1	727	130.16
728.extract1	extract1	728	152.09
729.extract1	extract1	729	151.1
731.extract1	extract1	731	153.1
732.extract1	extract1	732	104.07
733.extract1	extract1	733	72.08
734.extract1	extract1	734	130.1
736.extract1	extract1	736	154.11
737.extract1	extract1	737	81.04
738.extract1	extract1	738	244.190712907
741.extract1	extract1	741	291.163147945
742.extract1	extract1	742	102.13
743.extract1	extract1	743	88.08
745.extract1	extract1	745	127.04
746.extract1	extract1	746	171.149077661
749.extract1	extract1	749	391.28404218
750.extract1	extract1	750	74.0964
751.extract1	extract1	751	193.133673019
752.extract1	extract1	752	144.93
754.extract1	extract1	754	168.95
756.extract1	extract1	756	306.17
758.extract1	extract1	758	89.11
759.extract1	extract1	759	235.14
761.extract1	extract1	761	152.106957502
762.extract1	extract1	762	255.05
763.extract1	extract1	763	95.06
765.extract1	extract1	765	144.98
766.extract1	extract1	766	146.98
768.extract1	extract1	768	121.064787489
769.extract1	extract1	769	310.310200797
772.extract1	extract1	772	338.341432614
773.extract1	extract1	773	126.054949522
775.extract1	extract1	775	207.159153596
777.extract1	extract1	777	116.070619879
778.extract1	extract1	778	122.1
779.extract1	extract1	779	139.02
780.extract1	extract1	780	103.96
782.extract1	extract1	782	104.11
783.extract1	extract1	783	105.07
785.extract1	extract1	785	83.0603514975
786.extract1	extract1	786	162.08
788.extract1	extract1	788	144.07
789.extract1	extract1	789	228.195763188
790.extract1	extract1	790	136.061678211
792.extract1	extract1	792	128.95
793.extract1	extract1	793	177.1
795.extract1	extract1	795	131.13
2.extract2	extract2	2	207.159239419
3.extract2	extract2	3	152.107109841
4.extract2	extract2	4	144.98
5.extract2	extract2	5	338.34178692
6.extract2	extract2	6	126.055067411
7.extract2	extract2	7	177.102395887
8.extract2	extract2	8	228.195944857
9.extract2	extract2	9	139.123102782
11.extract2	extract2	11	224.185749968
12.extract2	extract2	12	121.06
13.extract2	extract2	13	104.106943322
14.extract2	extract2	14	116.070592006
15.extract2	extract2	15	162.076063674
16.extract2	extract2	16	144.07
17.extract2	extract2	17	113.107294903
18.extract2	extract2	18	74.0964
19.extract2	extract2	19	114.09
20.extract2	extract2	20	125.07
22.extract2	extract2	22	163.13
23.extract2	extract2	23	131.129120747
24.extract2	extract2	24	185.092098021
25.extract2	extract2	25	83.0603270332
26.extract2	extract2	26	136.06178034
27.extract2	extract2	27	276.1578352
28.extract2	extract2	28	128.95
29.extract2	extract2	29	182.165195123
30.extract2	extract2	30	171.112734496
31.extract2	extract2	31	193.097217884
33.extract2	extract2	33	143.08
34.extract2	extract2	34	88.0756580495
35.extract2	extract2	35	157.133542391
38.extract2	extract2	38	151.1
39.extract2	extract2	39	127.04
40.extract2	extract2	40	233.91
41.extract2	extract2	41	149.07
44.extract2	extract2	44	169.1
45.extract2	extract2	45	136.11
46.extract2	extract2	46	100.075639822
47.extract2	extract2	47	102.13
48.extract2	extract2	48	110.06002943
52.extract2	extract2	52	291.16
53.extract2	extract2	53	104.07
54.extract2	extract2	54	171.15
79.extract2	extract2	79	207.159094286
81.extract2	extract2	81	152.106949598
82.extract2	extract2	82	144.98
84.extract2	extract2	84	126.054926558
85.extract2	extract2	85	338.341326719
86.extract2	extract2	86	177.102209549
88.extract2	extract2	88	139.122950752
89.extract2	extract2	89	228.195741958
91.extract2	extract2	91	121.064766141
92.extract2	extract2	92	116.070580528
93.extract2	extract2	93	104.106940383
95.extract2	extract2	95	162.076017481
96.extract2	extract2	96	74.0963999999
97.extract2	extract2	97	113.107275196
98.extract2	extract2	98	144.07
100.extract2	extract2	100	114.09
101.extract2	extract2	101	125.07
102.extract2	extract2	102	131.13
103.extract2	extract2	103	163.13
105.extract2	extract2	105	128.95
106.extract2	extract2	106	276.157823638
108.extract2	extract2	108	83.0603317475
109.extract2	extract2	109	185.09205898
111.extract2	extract2	111	136.061772382
112.extract2	extract2	112	193.09720904
113.extract2	extract2	113	182.165194998
115.extract2	extract2	115	88.08
116.extract2	extract2	116	171.112771201
118.extract2	extract2	118	233.91
121.extract2	extract2	121	157.133534934
122.extract2	extract2	122	143.08
123.extract2	extract2	123	127.04
131.extract2	extract2	131	291.163006557
153.extract2	extract2	153	207.159091143
155.extract2	extract2	155	152.106944899
157.extract2	extract2	157	126.054919054
158.extract2	extract2	158	144.98
160.extract2	extract2	160	338.341354562
161.extract2	extract2	161	177.102188077
163.extract2	extract2	163	139.122940629
164.extract2	extract2	164	228.195719208
166.extract2	extract2	166	104.106936748
167.extract2	extract2	167	121.064758274
168.extract2	extract2	168	116.070578802
170.extract2	extract2	170	74.0964
171.extract2	extract2	171	162.07602455
173.extract2	extract2	173	113.107275444
174.extract2	extract2	174	144.07
175.extract2	extract2	175	114.09
177.extract2	extract2	177	131.13
178.extract2	extract2	178	125.07
179.extract2	extract2	179	163.13
181.extract2	extract2	181	128.95
182.extract2	extract2	182	83.0603275332
183.extract2	extract2	183	276.157814931
185.extract2	extract2	185	136.061782409
186.extract2	extract2	186	185.092051984
188.extract2	extract2	188	182.165207382
189.extract2	extract2	189	88.0756652548
191.extract2	extract2	191	233.91
194.extract2	extract2	194	193.097184231
195.extract2	extract2	195	171.112757362
197.extract2	extract2	197	127.04
205.extract2	extract2	205	291.163078675
211.extract2	extract2	211	274.27
222.extract2	extract2	222	151.1
227.extract2	extract2	227	207.15908276
229.extract2	extract2	229	152.106938511
231.extract2	extract2	231	126.054919974
233.extract2	extract2	233	144.98
234.extract2	extract2	234	338.34137619
235.extract2	extract2	235	146.98
237.extract2	extract2	237	177.102207153
238.extract2	extract2	238	139.122947321
240.extract2	extract2	240	121.064764503
241.extract2	extract2	241	104.10693882
242.extract2	extract2	242	228.195727622
244.extract2	extract2	244	74.0964
245.extract2	extract2	245	116.070582444
247.extract2	extract2	247	162.076019019
248.extract2	extract2	248	113.107274364
249.extract2	extract2	249	144.07
251.extract2	extract2	251	131.13
252.extract2	extract2	252	114.09
253.extract2	extract2	253	224.18551821
255.extract2	extract2	255	128.95
256.extract2	extract2	256	125.07
257.extract2	extract2	257	163.13
259.extract2	extract2	259	83.0603305088
260.extract2	extract2	260	276.157819296
262.extract2	extract2	262	136.061769713
263.extract2	extract2	263	185.092086185
265.extract2	extract2	265	233.91
266.extract2	extract2	266	88.0756709631
270.extract2	extract2	270	171.112739517
278.extract2	extract2	278	291.163112155
281.extract2	extract2	281	182.165166604
284.extract2	extract2	284	274.27
292.extract2	extract2	292	112.09
295.extract2	extract2	295	151.1
300.extract2	extract2	300	207.159094006
302.extract2	extract2	302	152.106933936
304.extract2	extract2	304	126.054923489
305.extract2	extract2	305	171.149119485
307.extract2	extract2	307	144.98
309.extract2	extract2	309	338.341411989
310.extract2	extract2	310	177.102216927
311.extract2	extract2	311	166.122637597
313.extract2	extract2	313	121.064757619
314.extract2	extract2	314	139.122956495
316.extract2	extract2	316	104.106940132
317.extract2	extract2	317	74.0963999999
318.extract2	extract2	318	228.195701042
320.extract2	extract2	320	116.070592575
321.extract2	extract2	321	162.076027359
323.extract2	extract2	323	131.13
324.extract2	extract2	324	113.107281809
325.extract2	extract2	325	144.07
327.extract2	extract2	327	128.95
328.extract2	extract2	328	114.09
330.extract2	extract2	330	125.07
331.extract2	extract2	331	163.13
333.extract2	extract2	333	83.0603264084
334.extract2	extract2	334	276.15781211
337.extract2	extract2	337	233.91
338.extract2	extract2	338	88.08
339.extract2	extract2	339	136.061767295
343.extract2	extract2	343	171.112735563
350.extract2	extract2	350	291.162997291
353.extract2	extract2	353	167.154261916
364.extract2	extract2	364	112.09
369.extract2	extract2	369	151.1
372.extract2	extract2	372	207.159070766
374.extract2	extract2	374	152.10692424
376.extract2	extract2	376	126.054924572
378.extract2	extract2	378	144.98
380.extract2	extract2	380	338.341408206
382.extract2	extract2	382	177.102200443
384.extract2	extract2	384	121.064750893
385.extract2	extract2	385	139.122953457
387.extract2	extract2	387	74.0963999999
388.extract2	extract2	388	104.106931163
390.extract2	extract2	390	116.070585675
391.extract2	extract2	391	228.195725314
393.extract2	extract2	393	131.13
394.extract2	extract2	394	162.076015266
395.extract2	extract2	395	224.1854754
397.extract2	extract2	397	128.95
398.extract2	extract2	398	113.107274122
399.extract2	extract2	399	144.07
401.extract2	extract2	401	114.09
402.extract2	extract2	402	125.07
403.extract2	extract2	403	163.13
405.extract2	extract2	405	276.157829503
406.extract2	extract2	406	83.0603295635
408.extract2	extract2	408	233.91
410.extract2	extract2	410	88.0756674214
418.extract2	extract2	418	125.11
421.extract2	extract2	421	291.163047066
425.extract2	extract2	425	167.154295063
428.extract2	extract2	428	306.168498844
429.extract2	extract2	429	111.09
430.extract2	extract2	430	171.149089101
440.extract2	extract2	440	171.112708531
441.extract2	extract2	441	112.09
444.extract2	extract2	444	207.159073997
446.extract2	extract2	446	152.106918445
448.extract2	extract2	448	126.05493072
450.extract2	extract2	450	144.98
452.extract2	extract2	452	338.341425993
454.extract2	extract2	454	177.102211309
456.extract2	extract2	456	121.06474807
457.extract2	extract2	457	151.1
458.extract2	extract2	458	166.122619473
460.extract2	extract2	460	74.0964
461.extract2	extract2	461	139.122949893
463.extract2	extract2	463	104.106939951
464.extract2	extract2	464	116.070585328
466.extract2	extract2	466	131.13
467.extract2	extract2	467	228.195705248
469.extract2	extract2	469	128.95
470.extract2	extract2	470	162.076013397
472.extract2	extract2	472	113.10726854
473.extract2	extract2	473	144.07
475.extract2	extract2	475	114.09
476.extract2	extract2	476	125.07
477.extract2	extract2	477	163.13
479.extract2	extract2	479	276.157804385
480.extract2	extract2	480	83.0603273506
482.extract2	extract2	482	233.91
483.extract2	extract2	483	88.08
492.extract2	extract2	492	130.16
494.extract2	extract2	494	291.1630774
497.extract2	extract2	497	125.11
499.extract2	extract2	499	167.154252491
502.extract2	extract2	502	168.95
505.extract2	extract2	505	111.09
509.extract2	extract2	509	306.168295078
515.extract2	extract2	515	112.09
517.extract2	extract2	517	207.159084673
519.extract2	extract2	519	152.10691887
521.extract2	extract2	521	126.054923367
523.extract2	extract2	523	144.98
525.extract2	extract2	525	338.341457663
527.extract2	extract2	527	177.10216347
529.extract2	extract2	529	121.064745643
532.extract2	extract2	532	74.0963999999
533.extract2	extract2	533	151.1
535.extract2	extract2	535	104.106938652
536.extract2	extract2	536	139.122949246
538.extract2	extract2	538	131.13
539.extract2	extract2	539	116.070581792
541.extract2	extract2	541	128.95
542.extract2	extract2	542	228.195706814
544.extract2	extract2	544	113.107272474
545.extract2	extract2	545	162.076002507
546.extract2	extract2	546	224.185492096
548.extract2	extract2	548	144.07
549.extract2	extract2	549	114.09
550.extract2	extract2	550	125.07
552.extract2	extract2	552	276.157813466
553.extract2	extract2	553	83.0603299598
554.extract2	extract2	554	163.13
556.extract2	extract2	556	235.91
557.extract2	extract2	557	233.91
558.extract2	extract2	558	88.0756677865
565.extract2	extract2	565	130.16
567.extract2	extract2	567	291.16304341
571.extract2	extract2	571	125.11
573.extract2	extract2	573	167.15427279
578.extract2	extract2	578	111.09
581.extract2	extract2	581	306.168380093
582.extract2	extract2	582	168.95
587.extract2	extract2	587	171.149089658
590.extract2	extract2	590	207.159091564
592.extract2	extract2	592	152.106924064
594.extract2	extract2	594	126.054920729
596.extract2	extract2	596	144.98
597.extract2	extract2	597	146.98
599.extract2	extract2	599	338.341465972
600.extract2	extract2	600	112.09
602.extract2	extract2	602	177.102184641
604.extract2	extract2	604	121.064751535
606.extract2	extract2	606	74.0963999999
608.extract2	extract2	608	151.1
609.extract2	extract2	609	144.93
611.extract2	extract2	611	104.106944499
612.extract2	extract2	612	139.122956229
614.extract2	extract2	614	128.95
615.extract2	extract2	615	131.13
616.extract2	extract2	616	116.070589513
618.extract2	extract2	618	113.107276972
619.extract2	extract2	619	228.195738759
621.extract2	extract2	621	162.07601344
622.extract2	extract2	622	144.07
624.extract2	extract2	624	114.09
626.extract2	extract2	626	276.157845224
627.extract2	extract2	627	83.060325216
630.extract2	extract2	630	233.91
631.extract2	extract2	631	88.0756671779
634.extract2	extract2	634	125.07
635.extract2	extract2	635	163.13
638.extract2	extract2	638	130.16
640.extract2	extract2	640	291.163021686
643.extract2	extract2	643	125.11
645.extract2	extract2	645	167.154267778
651.extract2	extract2	651	111.09
653.extract2	extract2	653	306.168366822
654.extract2	extract2	654	171.112699552
662.extract2	extract2	662	207.159076307
664.extract2	extract2	664	152.106911967
665.extract2	extract2	665	168.95
667.extract2	extract2	667	126.054928217
669.extract2	extract2	669	144.98
671.extract2	extract2	671	338.341410892
674.extract2	extract2	674	121.064749598
675.extract2	extract2	675	177.102176878
677.extract2	extract2	677	74.0964
678.extract2	extract2	678	171.149108828
681.extract2	extract2	681	151.1
683.extract2	extract2	683	104.106939159
684.extract2	extract2	684	139.122938288
686.extract2	extract2	686	128.95
687.extract2	extract2	687	131.13
689.extract2	extract2	689	116.07057596
690.extract2	extract2	690	113.107268112
692.extract2	extract2	692	162.076007866
693.extract2	extract2	693	228.195719705
695.extract2	extract2	695	144.07
696.extract2	extract2	696	114.09
698.extract2	extract2	698	276.157828811
700.extract2	extract2	700	83.0603272921
702.extract2	extract2	702	233.91
703.extract2	extract2	703	88.0756721237
707.extract2	extract2	707	163.13
710.extract2	extract2	710	130.16
711.extract2	extract2	711	125.07
713.extract2	extract2	713	291.16307509
715.extract2	extract2	715	125.11
717.extract2	extract2	717	167.154265784
720.extract2	extract2	720	112.09
721.extract2	extract2	721	139.02
724.extract2	extract2	724	111.09
726.extract2	extract2	726	306.168438615
730.extract2	extract2	730	144.93
735.extract2	extract2	735	207.159093716
737.extract2	extract2	737	152.106925534
739.extract2	extract2	739	126.054923924
740.extract2	extract2	740	168.95
742.extract2	extract2	742	144.98
744.extract2	extract2	744	338.341463365
747.extract2	extract2	747	121.064750407
750.extract2	extract2	750	74.0963999999
753.extract2	extract2	753	151.1
755.extract2	extract2	755	104.11
757.extract2	extract2	757	128.95
758.extract2	extract2	758	139.12294087
760.extract2	extract2	760	131.13
761.extract2	extract2	761	118.08621591
762.extract2	extract2	762	116.07
764.extract2	extract2	764	113.107274067
765.extract2	extract2	765	162.076010957
767.extract2	extract2	767	144.07
768.extract2	extract2	768	228.195699029
770.extract2	extract2	770	276.157802414
771.extract2	extract2	771	114.09
773.extract2	extract2	773	83.0603276106
776.extract2	extract2	776	88.08
777.extract2	extract2	777	233.91
782.extract2	extract2	782	130.16
784.extract2	extract2	784	291.163055762
786.extract2	extract2	786	125.11
788.extract2	extract2	788	167.154250275
793.extract2	extract2	793	139.02
794.extract2	extract2	794	105.07
796.extract2	extract2	796	111.09
798.extract2	extract2	798	306.16853783
807.extract2	extract2	807	207.159084869
809.extract2	extract2	809	152.106925106
811.extract2	extract2	811	126.054930396
812.extract2	extract2	812	168.95
814.extract2	extract2	814	144.98
816.extract2	extract2	816	338.341397537
817.extract2	extract2	817	163.13
819.extract2	extract2	819	121.064754844
821.extract2	extract2	821	74.0964
824.extract2	extract2	824	151.1
826.extract2	extract2	826	104.10694142
828.extract2	extract2	828	128.95
830.extract2	extract2	830	139.122943614
832.extract2	extract2	832	131.13
833.extract2	extract2	833	118.086205948
834.extract2	extract2	834	116.07
836.extract2	extract2	836	113.107277827
837.extract2	extract2	837	162.076007351
839.extract2	extract2	839	228.195709825
840.extract2	extract2	840	144.07
842.extract2	extract2	842	276.157805773
843.extract2	extract2	843	114.09
845.extract2	extract2	845	83.0603326057
847.extract2	extract2	847	88.075669162
850.extract2	extract2	850	233.91
853.extract2	extract2	853	130.16
855.extract2	extract2	855	291.163073109
858.extract2	extract2	858	167.154264813
859.extract2	extract2	859	125.11
863.extract2	extract2	863	125.07
866.extract2	extract2	866	111.09
867.extract2	extract2	867	105.07
869.extract2	extract2	869	306.16841365
878.extract2	extract2	878	207.159085002
880.extract2	extract2	880	152.106924001
882.extract2	extract2	882	126.054926227
884.extract2	extract2	884	144.98
885.extract2	extract2	885	146.98
886.extract2	extract2	886	168.95
888.extract2	extract2	888	338.34147919
889.extract2	extract2	889	139.02
890.extract2	extract2	890	144.93
892.extract2	extract2	892	121.064753734
893.extract2	extract2	893	171.149114395
895.extract2	extract2	895	74.0963999999
898.extract2	extract2	898	104.10693576
899.extract2	extract2	899	151.1
901.extract2	extract2	901	128.95
902.extract2	extract2	902	163.13
904.extract2	extract2	904	139.122934948
906.extract2	extract2	906	131.13
908.extract2	extract2	908	118.086206022
909.extract2	extract2	909	116.07
910.extract2	extract2	910	113.107279572
912.extract2	extract2	912	228.19571747
913.extract2	extract2	913	162.08
915.extract2	extract2	915	276.157816316
916.extract2	extract2	916	144.07
918.extract2	extract2	918	83.0603276042
919.extract2	extract2	919	114.09
921.extract2	extract2	921	88.0756551849
927.extract2	extract2	927	130.16
929.extract2	extract2	929	291.163056751
931.extract2	extract2	931	167.154275422
933.extract2	extract2	933	125.11
938.extract2	extract2	938	234.917632155
940.extract2	extract2	940	105.07
941.extract2	extract2	941	116.11
942.extract2	extract2	942	111.09
944.extract2	extract2	944	306.16848935
952.extract2	extract2	952	207.159066795
954.extract2	extract2	954	152.106936311
955.extract2	extract2	955	256.299647492
957.extract2	extract2	957	126.054923597
959.extract2	extract2	959	144.98
960.extract2	extract2	960	146.98
962.extract2	extract2	962	338.34144803
964.extract2	extract2	964	121.064759926
965.extract2	extract2	965	417.263153267
966.extract2	extract2	966	139.02
968.extract2	extract2	968	74.0963999999
969.extract2	extract2	969	363.216215448
970.extract2	extract2	970	223.096426571
972.extract2	extract2	972	104.106936083
973.extract2	extract2	973	349.200635977
974.extract2	extract2	974	295.153793708
975.extract2	extract2	975	408.274127896
976.extract2	extract2	976	293.14
977.extract2	extract2	977	431.278986315
979.extract2	extract2	979	128.95
980.extract2	extract2	980	139.122962479
981.extract2	extract2	981	307.15
982.extract2	extract2	982	394.258616124
983.extract2	extract2	983	281.138130158
985.extract2	extract2	985	131.129112173
986.extract2	extract2	986	118.086211148
988.extract2	extract2	988	116.07
989.extract2	extract2	989	345.205823035
990.extract2	extract2	990	385.198141201
991.extract2	extract2	991	331.190117353
992.extract2	extract2	992	265.143191406
993.extract2	extract2	993	251.127584288
994.extract2	extract2	994	239.091246876
996.extract2	extract2	996	276.157837914
997.extract2	extract2	997	83.06
998.extract2	extract2	998	113.107276575
999.extract2	extract2	999	319.190227198
1000.extract2	extract2	1000	371.18256211
1001.extract2	extract2	1001	378.263582322
1002.extract2	extract2	1002	162.08
1003.extract2	extract2	1003	534.30615878
1004.extract2	extract2	1004	364.25
1006.extract2	extract2	1006	88.08
1007.extract2	extract2	1007	228.2
1009.extract2	extract2	1009	407.18
1010.extract2	extract2	1010	361.2
1011.extract2	extract2	1011	520.290689837
1012.extract2	extract2	1012	381.226888646
1013.extract2	extract2	1013	406.26
1014.extract2	extract2	1014	471.237238886
