ID1 ID2 score

3.pooled 80.extract1 0.982672989479
3.pooled 2.extract1 0.984884520916
3.pooled 2.extract1 0.984884520916
3.pooled 160.extract1 0.984847967343
3.pooled 80.extract1 0.982672989479
3.pooled 462.extract1 0.902257342035
3.pooled 2.extract1 0.984884520916
3.pooled 437.extract1 0.983652314733
3.pooled 551.extract1 0.902067700223
3.pooled 160.extract1 0.984847967343
3.pooled 80.extract1 0.982672989479
3.pooled 2.extract1 0.984884520916
3.pooled 2.extract1 0.984884520916
3.pooled 80.extract1 0.982672989479
3.pooled 80.extract1 0.982672989479
3.pooled 525.extract1 0.983278726854
3.pooled 80.extract1 0.982672989479
3.pooled 437.extract1 0.983652314733
3.pooled 2.extract1 0.984884520916
3.pooled 2.extract1 0.984884520916
3.pooled 160.extract1 0.984847967343
3.pooled 80.extract1 0.982672989479
3.pooled 2.extract1 0.984884520916
3.pooled 880.extract2 0.978259548212
3.pooled 80.extract1 0.982672989479
352.pooled 294.pooled 0.986981291597
352.pooled 740.pooled 0.527989241349
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 89.pooled 0.979399732396
352.pooled 616.extract2 0.957305083491
441.pooled 90.pooled 0.939568457072
441.pooled 425.extract2 0.759235979413
9.pooled 94.pooled 0.954219225016
9.pooled 272.pooled 0.953369646401
9.pooled 539.pooled 0.948213643821
9.pooled 717.pooled 0.918007951839
9.pooled 94.pooled 0.954219225016
9.pooled 539.pooled 0.948213643821
9.pooled 539.pooled 0.948213643821
9.pooled 94.pooled 0.954219225016
9.pooled 539.pooled 0.948213643821
9.pooled 94.pooled 0.954219225016
9.pooled 86.extract2 0.947446383324
9.pooled 161.extract2 0.941879927012
9.pooled 94.pooled 0.954219225016
9.pooled 94.pooled 0.954219225016
271.pooled 180.pooled 0.972916774082
271.pooled 180.pooled 0.972916774082
271.pooled 539.extract1 0.950053109551
271.pooled 180.pooled 0.972916774082
271.pooled 539.extract1 0.950053109551
8.extract1 342.extract1 0.876800586927
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 13.extract2 0.966104619826
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
21.pooled 116.pooled 0.875839702041
21.pooled 211.pooled 0.886968248298
21.pooled 443.pooled 0.816977054792
21.pooled 302.pooled 0.867352113238
21.pooled 443.pooled 0.816977054792
21.pooled 302.pooled 0.867352113238
21.pooled 302.pooled 0.867352113238
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 13.extract2 0.793411416673
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 51.pooled 0.766073009129
24.pooled 783.extract1 0.509561194566
122.extract1 47.extract2 0.894695264783
28.pooled 356.extract1 0.520333251455
28.pooled 103.extract2 0.52209067992
299.pooled 209.pooled 0.935518239057
299.pooled 48.extract1 0.868102897418
299.pooled 133.extract1 0.860850111681
299.pooled 494.extract1 0.772066111405
299.pooled 133.extract1 0.860850111681
299.pooled 663.extract1 0.745984926999
299.pooled 262.extract2 0.785481960914
174.extract2 178.extract1 0.915972344433
174.extract2 178.extract1 0.915972344433
174.extract2 178.extract1 0.915972344433
174.extract2 178.extract1 0.915972344433
174.extract2 178.extract1 0.915972344433
174.extract2 33.extract2 0.601901809184
174.extract2 178.extract1 0.915972344433
174.extract2 178.extract1 0.915972344433
174.extract2 178.extract1 0.915972344433
174.extract2 178.extract1 0.915972344433
174.extract2 178.extract1 0.915972344433
6.extract1 386.pooled 0.944668310628
6.extract1 246.extract1 0.987370290349
6.extract1 246.extract1 0.987370290349
6.extract1 246.extract1 0.987370290349
6.extract1 411.extract1 0.979471947873
6.extract1 819.extract2 0.985127728845
6.extract1 246.extract1 0.987370290349
6.extract1 819.extract2 0.985127728845
6.extract1 819.extract2 0.985127728845
41.pooled 127.pooled 0.753444164654
137.pooled 215.pooled 0.662850833986
137.pooled 128.pooled 0.645514653059
137.pooled 215.pooled 0.662850833986
137.pooled 43.extract1 0.724679410484
137.pooled 126.extract1 0.63310702696
137.pooled 128.pooled 0.645514653059
137.pooled 215.pooled 0.662850833986
137.pooled 205.extract1 0.674504566127
43.pooled 231.pooled 0.86399895756
43.pooled 231.pooled 0.86399895756
43.pooled 231.pooled 0.86399895756
43.pooled 22.extract1 0.852338374641
43.pooled 110.extract1 0.862622971525
43.pooled 231.pooled 0.86399895756
43.pooled 231.pooled 0.86399895756
43.pooled 231.pooled 0.86399895756
43.pooled 231.pooled 0.86399895756
61.pooled 756.pooled 0.577936510846
61.pooled 65.extract1 0.579446957879
61.pooled 308.extract1 0.551366962941
61.pooled 573.pooled 0.569512400561
61.pooled 573.pooled 0.569512400561
32.extract1 221.extract1 0.890302908836
2.pooled 4.extract2 0.986720228745
2.pooled 4.extract2 0.986720228745
2.pooled 4.extract2 0.986720228745
2.pooled 4.extract2 0.986720228745
2.pooled 4.extract2 0.986720228745
2.pooled 814.extract2 0.987591562374
2.pooled 4.extract2 0.986720228745
174.pooled 4.pooled 0.901811732476
174.pooled 4.pooled 0.901811732476
174.pooled 701.extract1 0.718335728994
174.pooled 4.pooled 0.901811732476
174.pooled 4.pooled 0.901811732476
174.pooled 610.extract1 0.773268286854
174.pooled 395.extract2 0.553977938291
174.pooled 546.extract2 0.641616478145
90.pooled 425.extract2 0.755433978018
93.pooled 165.extract1 0.858796214381
93.pooled 165.extract1 0.858796214381
93.pooled 165.extract1 0.858796214381
93.pooled 165.extract1 0.858796214381
93.pooled 165.extract1 0.858796214381
93.pooled 165.extract1 0.858796214381
265.extract2 539.extract1 0.914780726462
265.extract2 40.extract2 0.896347778524
265.extract2 539.extract1 0.914780726462
15.pooled 14.extract1 0.931767209468
15.pooled 262.extract1 0.808583399515
51.pooled 647.pooled 0.788576797211
51.pooled 13.extract2 0.97179953803
51.pooled 783.extract1 0.622130182114
248.extract2 46.pooled 0.599693975761
248.extract2 46.pooled 0.599693975761
248.extract2 20.pooled 0.933253461554
248.extract2 46.pooled 0.599693975761
248.extract2 46.pooled 0.599693975761
248.extract2 173.extract2 0.917458429622
248.extract2 175.extract2 0.600400571549
248.extract2 19.extract2 0.558773824029
248.extract2 19.extract2 0.558773824029
248.extract2 19.extract2 0.558773824029
248.extract2 19.extract2 0.558773824029
248.extract2 544.extract2 0.915514160167
248.extract2 46.pooled 0.599693975761
248.extract2 46.pooled 0.599693975761
248.extract2 20.pooled 0.933253461554
248.extract2 696.extract2 0.569249379996
248.extract2 411.pooled 0.645808619643
111.pooled 47.extract2 0.878624651056
381.pooled 472.pooled 0.892632497894
381.pooled 472.pooled 0.892632497894
116.pooled 211.pooled 0.871784835534
116.pooled 443.pooled 0.854196493844
116.pooled 302.pooled 0.893956932787
116.pooled 443.pooled 0.854196493844
116.pooled 302.pooled 0.893956932787
116.pooled 302.pooled 0.893956932787
352.pooled 294.pooled 0.986981291597
352.pooled 740.pooled 0.527989241349
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 89.pooled 0.979399732396
352.pooled 616.extract2 0.957305083491
25.extract1 53.pooled 0.569773560161
25.extract1 796.extract2 0.603042901406
25.extract1 53.pooled 0.569773560161
25.extract1 321.pooled 0.630285627446
25.extract1 393.pooled 0.887247421009
25.extract1 796.extract2 0.603042901406
25.extract1 600.extract2 0.912038417577
25.extract1 393.pooled 0.887247421009
198.extract1 581.pooled 0.863576945347
198.extract1 33.extract1 0.866299047659
178.extract1 33.extract2 0.567911787332
46.pooled 20.pooled 0.592240040394
46.pooled 506.pooled 0.745228055794
46.pooled 173.extract2 0.636938612295
46.pooled 175.extract2 0.840662081853
46.pooled 19.extract2 0.841856372201
46.pooled 19.extract2 0.841856372201
46.pooled 19.extract2 0.841856372201
46.pooled 19.extract2 0.841856372201
46.pooled 544.extract2 0.619584183771
46.pooled 20.pooled 0.592240040394
46.pooled 696.extract2 0.847244177891
46.pooled 411.pooled 0.807780632224
53.pooled 357.extract1 0.810906268287
53.pooled 796.extract2 0.85341964667
53.pooled 357.extract1 0.810906268287
53.pooled 357.extract1 0.810906268287
53.pooled 796.extract2 0.85341964667
53.pooled 357.extract1 0.810906268287
53.pooled 357.extract1 0.810906268287
43.pooled 231.pooled 0.86399895756
43.pooled 231.pooled 0.86399895756
43.pooled 231.pooled 0.86399895756
43.pooled 22.extract1 0.852338374641
43.pooled 110.extract1 0.862622971525
43.pooled 231.pooled 0.86399895756
43.pooled 231.pooled 0.86399895756
43.pooled 231.pooled 0.86399895756
43.pooled 231.pooled 0.86399895756
492.extract2 459.extract1 0.892866875286
492.extract2 459.extract1 0.892866875286
492.extract2 479.extract1 0.90302063649
352.pooled 294.pooled 0.986981291597
352.pooled 740.pooled 0.527989241349
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 29.pooled 0.97188067791
352.pooled 89.pooled 0.979399732396
352.pooled 616.extract2 0.957305083491
441.pooled 90.pooled 0.939568457072
441.pooled 425.extract2 0.759235979413
2.extract2 93.pooled 0.875433111505
2.extract2 165.extract1 0.928229133491
2.extract2 165.extract1 0.928229133491
2.extract2 165.extract1 0.928229133491
2.extract2 165.extract1 0.928229133491
2.extract2 165.extract1 0.928229133491
2.extract2 165.extract1 0.928229133491
94.pooled 272.pooled 0.969263862457
94.pooled 539.pooled 0.95759262388
94.pooled 717.pooled 0.934935406177
94.pooled 539.pooled 0.95759262388
94.pooled 539.pooled 0.95759262388
94.pooled 539.pooled 0.95759262388
94.pooled 86.extract2 0.942124208119
94.pooled 161.extract2 0.945866791873
10.pooled 692.extract1 0.76284053875
10.pooled 692.extract1 0.76284053875
10.pooled 692.extract1 0.76284053875
10.pooled 692.extract1 0.76284053875
10.pooled 692.extract1 0.76284053875
10.pooled 692.extract1 0.76284053875
10.pooled 692.extract1 0.76284053875
10.pooled 470.extract2 0.76175041722
10.pooled 692.extract1 0.76284053875
10.pooled 692.extract1 0.76284053875
15.pooled 14.extract1 0.931767209468
15.pooled 262.extract1 0.808583399515
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 13.extract2 0.966104619826
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
64.pooled 51.pooled 0.979149115447
248.extract2 46.pooled 0.599693975761
248.extract2 46.pooled 0.599693975761
248.extract2 20.pooled 0.933253461554
248.extract2 46.pooled 0.599693975761
248.extract2 46.pooled 0.599693975761
248.extract2 173.extract2 0.917458429622
248.extract2 175.extract2 0.600400571549
248.extract2 19.extract2 0.558773824029
248.extract2 19.extract2 0.558773824029
248.extract2 19.extract2 0.558773824029
248.extract2 19.extract2 0.558773824029
248.extract2 544.extract2 0.915514160167
248.extract2 46.pooled 0.599693975761
248.extract2 46.pooled 0.599693975761
248.extract2 20.pooled 0.933253461554
248.extract2 696.extract2 0.569249379996
248.extract2 411.pooled 0.645808619643
115.pooled 33.pooled 0.946314215783
115.pooled 481.extract1 0.685212707919
6.extract2 157.pooled 0.695480353985
6.extract2 7.extract1 0.990023216009
6.extract2 18.extract1 0.898238737077
6.extract2 154.extract1 0.771791026505
6.extract2 157.pooled 0.695480353985
6.extract2 620.extract1 0.826225356739
6.extract2 154.extract1 0.771791026505
6.extract2 654.extract1 0.703366486732
6.extract2 20.extract2 0.89982100774
6.extract2 101.extract2 0.886100332028
6.extract2 157.pooled 0.695480353985
6.extract2 157.pooled 0.695480353985
6.extract2 713.extract1 0.851494308809
6.extract2 157.pooled 0.695480353985
6.extract2 713.extract1 0.851494308809
6.extract2 786.extract2 0.679893176503
6.extract2 157.pooled 0.695480353985
6.extract2 157.pooled 0.695480353985
6.extract1 386.pooled 0.944668310628
6.extract1 246.extract1 0.987370290349
6.extract1 246.extract1 0.987370290349
6.extract1 246.extract1 0.987370290349
6.extract1 411.extract1 0.979471947873
6.extract1 819.extract2 0.985127728845
6.extract1 246.extract1 0.987370290349
6.extract1 819.extract2 0.985127728845
6.extract1 819.extract2 0.985127728845
211.pooled 443.pooled 0.880323425304
211.pooled 302.pooled 0.88943063699
211.pooled 443.pooled 0.880323425304
211.pooled 302.pooled 0.88943063699
211.pooled 302.pooled 0.88943063699
305.pooled 577.pooled 0.944182072714
305.pooled 484.pooled 0.948858459544
305.pooled 484.pooled 0.948858459544
305.pooled 1006.extract2 0.912249004916
31.pooled 400.pooled 0.958598811955
397.extract1 132.pooled 0.773309718593
397.extract1 132.pooled 0.773309718593
397.extract1 314.extract1 0.779406741401
397.extract1 132.pooled 0.773309718593
397.extract1 132.pooled 0.773309718593
220.pooled 1006.extract2 0.877619389352
224.pooled 279.extract1 0.764631364753
40.pooled 678.pooled 0.804898980608
357.extract1 796.extract2 0.833536860525
357.extract1 107.extract1 0.924201180352
357.extract1 321.pooled 0.830739990572
357.extract1 48.extract2 0.719037696788
357.extract1 796.extract2 0.833536860525
178.extract1 33.extract2 0.567911787332
51.pooled 647.pooled 0.788576797211
51.pooled 13.extract2 0.97179953803
51.pooled 783.extract1 0.622130182114
157.pooled 7.extract1 0.686910698227
157.pooled 18.extract1 0.769754678159
157.pooled 620.extract1 0.723083837894
